TIME,F23       ,F31       ,V23       ,V31       ,DP23      ,DP31      ,SGEN23    ,SGEN31    ,A23       ,A31       
SECONDS,KG/S,KG/S,M/S,M/S,kPa,kPa,KJ/K-S,KJ/K-S,M^2,M^2
0.158000E+02,0.541406E-02,0.527759E-02,0.779501E+02,0.335626E+03,0.381845E+03,0.171014E+03,0.000000E+00,0.000000E+00,0.933351E-05,0.506450E-05
0.159000E+02,0.571999E-02,0.527976E-02,0.783001E+02,0.332912E+03,0.378389E+03,0.174230E+03,0.000000E+00,0.000000E+00,0.981942E-05,0.506450E-05
0.160000E+02,0.576285E-02,0.529471E-02,0.786479E+02,0.330838E+03,0.374798E+03,0.177571E+03,0.000000E+00,0.000000E+00,0.985194E-05,0.506450E-05
0.161000E+02,0.553184E-02,0.531309E-02,0.789803E+02,0.330558E+03,0.373078E+03,0.179043E+03,0.000000E+00,0.000000E+00,0.941978E-05,0.506450E-05
0.162000E+02,0.520102E-02,0.532318E-02,0.792936E+02,0.332011E+03,0.373967E+03,0.177928E+03,0.000000E+00,0.000000E+00,0.882362E-05,0.506450E-05
0.163000E+02,0.496425E-02,0.532179E-02,0.795943E+02,0.334215E+03,0.376452E+03,0.175234E+03,0.000000E+00,0.000000E+00,0.839205E-05,0.506450E-05
0.164000E+02,0.492594E-02,0.530977E-02,0.798939E+02,0.335962E+03,0.379048E+03,0.172424E+03,0.000000E+00,0.000000E+00,0.829802E-05,0.506450E-05
0.165000E+02,0.509235E-02,0.529437E-02,0.802031E+02,0.336333E+03,0.380256E+03,0.170991E+03,0.000000E+00,0.000000E+00,0.854737E-05,0.506450E-05
0.166000E+02,0.537593E-02,0.528535E-02,0.805264E+02,0.335124E+03,0.379240E+03,0.171773E+03,0.000000E+00,0.000000E+00,0.898944E-05,0.506450E-05
0.167000E+02,0.561414E-02,0.528668E-02,0.808592E+02,0.333079E+03,0.376605E+03,0.174171E+03,0.000000E+00,0.000000E+00,0.935157E-05,0.506450E-05
0.168000E+02,0.566033E-02,0.529779E-02,0.811908E+02,0.331439E+03,0.373778E+03,0.176752E+03,0.000000E+00,0.000000E+00,0.939253E-05,0.506450E-05
0.169000E+02,0.549728E-02,0.531179E-02,0.815116E+02,0.331114E+03,0.372291E+03,0.177995E+03,0.000000E+00,0.000000E+00,0.908851E-05,0.506450E-05
0.170000E+02,0.524484E-02,0.532008E-02,0.818179E+02,0.332147E+03,0.372792E+03,0.177267E+03,0.000000E+00,0.000000E+00,0.864084E-05,0.506450E-05
0.171000E+02,0.505327E-02,0.531963E-02,0.821141E+02,0.333827E+03,0.374601E+03,0.175245E+03,0.000000E+00,0.000000E+00,0.829715E-05,0.506450E-05
0.172000E+02,0.501272E-02,0.531080E-02,0.824086E+02,0.335210E+03,0.376576E+03,0.173052E+03,0.000000E+00,0.000000E+00,0.820311E-05,0.506450E-05
0.173000E+02,0.513371E-02,0.529899E-02,0.827099E+02,0.335561E+03,0.377535E+03,0.171866E+03,0.000000E+00,0.000000E+00,0.837260E-05,0.506450E-05
0.174000E+02,0.534921E-02,0.529178E-02,0.830221E+02,0.334682E+03,0.376765E+03,0.172393E+03,0.000000E+00,0.000000E+00,0.869352E-05,0.506450E-05
0.175000E+02,0.553477E-02,0.529208E-02,0.833404E+02,0.333140E+03,0.374789E+03,0.174144E+03,0.000000E+00,0.000000E+00,0.896299E-05,0.506450E-05
0.176000E+02,0.558069E-02,0.530025E-02,0.836582E+02,0.331844E+03,0.372556E+03,0.176136E+03,0.000000E+00,0.000000E+00,0.900542E-05,0.506450E-05
0.177000E+02,0.546666E-02,0.531107E-02,0.839683E+02,0.331511E+03,0.371267E+03,0.177182E+03,0.000000E+00,0.000000E+00,0.879118E-05,0.506450E-05
0.178000E+02,0.527538E-02,0.531790E-02,0.842685E+02,0.332247E+03,0.371505E+03,0.176705E+03,0.000000E+00,0.000000E+00,0.845554E-05,0.506450E-05
0.179000E+02,0.512252E-02,0.531824E-02,0.845596E+02,0.333514E+03,0.372780E+03,0.175224E+03,0.000000E+00,0.000000E+00,0.818417E-05,0.506450E-05
0.180000E+02,0.508223E-02,0.531186E-02,0.848487E+02,0.334603E+03,0.374260E+03,0.173524E+03,0.000000E+00,0.000000E+00,0.809407E-05,0.506450E-05
0.181000E+02,0.516833E-02,0.530287E-02,0.851425E+02,0.334926E+03,0.375009E+03,0.172546E+03,0.000000E+00,0.000000E+00,0.820487E-05,0.506450E-05
0.182000E+02,0.533104E-02,0.529701E-02,0.854461E+02,0.334290E+03,0.374410E+03,0.172888E+03,0.000000E+00,0.000000E+00,0.843537E-05,0.506450E-05
0.183000E+02,0.547501E-02,0.529694E-02,0.857524E+02,0.333131E+03,0.372910E+03,0.174173E+03,0.000000E+00,0.000000E+00,0.863436E-05,0.506450E-05
0.184000E+02,0.551825E-02,0.530285E-02,0.860585E+02,0.332109E+03,0.371144E+03,0.175700E+03,0.000000E+00,0.000000E+00,0.867388E-05,0.506450E-05
0.185000E+02,0.544012E-02,0.531082E-02,0.863589E+02,0.331790E+03,0.370068E+03,0.176540E+03,0.000000E+00,0.000000E+00,0.852356E-05,0.506450E-05
0.186000E+02,0.529724E-02,0.531660E-02,0.866539E+02,0.332303E+03,0.370100E+03,0.176253E+03,0.000000E+00,0.000000E+00,0.827364E-05,0.506450E-05
0.187000E+02,0.517689E-02,0.531717E-02,0.869399E+02,0.333250E+03,0.370989E+03,0.175162E+03,0.000000E+00,0.000000E+00,0.806095E-05,0.506450E-05
0.188000E+02,0.513882E-02,0.531277E-02,0.872240E+02,0.334103E+03,0.372070E+03,0.173860E+03,0.000000E+00,0.000000E+00,0.797758E-05,0.506450E-05
0.189000E+02,0.519814E-02,0.530635E-02,0.875107E+02,0.334393E+03,0.372617E+03,0.173087E+03,0.000000E+00,0.000000E+00,0.804522E-05,0.506450E-05
0.190000E+02,0.531892E-02,0.530156E-02,0.878078E+02,0.333944E+03,0.372157E+03,0.173280E+03,0.000000E+00,0.000000E+00,0.820646E-05,0.506450E-05
0.191000E+02,0.542948E-02,0.530118E-02,0.881032E+02,0.333091E+03,0.371036E+03,0.174194E+03,0.000000E+00,0.000000E+00,0.835106E-05,0.506450E-05
0.192000E+02,0.546901E-02,0.530540E-02,0.883988E+02,0.332296E+03,0.369645E+03,0.175348E+03,0.000000E+00,0.000000E+00,0.838592E-05,0.506450E-05
0.193000E+02,0.541752E-02,0.531143E-02,0.886902E+02,0.332001E+03,0.368722E+03,0.176037E+03,0.000000E+00,0.000000E+00,0.828183E-05,0.506450E-05
0.194000E+02,0.531269E-02,0.531632E-02,0.889811E+02,0.332335E+03,0.368587E+03,0.175905E+03,0.000000E+00,0.000000E+00,0.809715E-05,0.506450E-05
0.195000E+02,0.521868E-02,0.531691E-02,0.892615E+02,0.333025E+03,0.369185E+03,0.175109E+03,0.000000E+00,0.000000E+00,0.793079E-05,0.506450E-05
0.196000E+02,0.518391E-02,0.531392E-02,0.895401E+02,0.333681E+03,0.369947E+03,0.174123E+03,0.000000E+00,0.000000E+00,0.785539E-05,0.506450E-05
0.197000E+02,0.522329E-02,0.530920E-02,0.898201E+02,0.333935E+03,0.370348E+03,0.173497E+03,0.000000E+00,0.000000E+00,0.789237E-05,0.506450E-05
0.198000E+02,0.531204E-02,0.530561E-02,0.901090E+02,0.333644E+03,0.370003E+03,0.173575E+03,0.000000E+00,0.000000E+00,0.800283E-05,0.506450E-05
0.199000E+02,0.539764E-02,0.530510E-02,0.903952E+02,0.333013E+03,0.369139E+03,0.174233E+03,0.000000E+00,0.000000E+00,0.810809E-05,0.506450E-05
0.200000E+02,0.543248E-02,0.530810E-02,0.906814E+02,0.332395E+03,0.368034E+03,0.175103E+03,0.000000E+00,0.000000E+00,0.813678E-05,0.506450E-05
0.201000E+02,0.539910E-02,0.531275E-02,0.909657E+02,0.332119E+03,0.367205E+03,0.175688E+03,0.000000E+00,0.000000E+00,0.806367E-05,0.506450E-05
0.202000E+02,0.532168E-02,0.531632E-02,0.912499E+02,0.332325E+03,0.367013E+03,0.175623E+03,0.000000E+00,0.000000E+00,0.792531E-05,0.506450E-05
0.203000E+02,0.524844E-02,0.531699E-02,0.915257E+02,0.332845E+03,0.367411E+03,0.175015E+03,0.000000E+00,0.000000E+00,0.779465E-05,0.506450E-05
0.204000E+02,0.521907E-02,0.531524E-02,0.917987E+02,0.333343E+03,0.367912E+03,0.174299E+03,0.000000E+00,0.000000E+00,0.772985E-05,0.506450E-05
0.205000E+02,0.524491E-02,0.531178E-02,0.920736E+02,0.333567E+03,0.368197E+03,0.173777E+03,0.000000E+00,0.000000E+00,0.774694E-05,0.506450E-05
0.206000E+02,0.531067E-02,0.530931E-02,0.923552E+02,0.333371E+03,0.367898E+03,0.173819E+03,0.000000E+00,0.000000E+00,0.782215E-05,0.506450E-05
0.207000E+02,0.537603E-02,0.530883E-02,0.926341E+02,0.332893E+03,0.367189E+03,0.174312E+03,0.000000E+00,0.000000E+00,0.789661E-05,0.506450E-05
0.208000E+02,0.540451E-02,0.531073E-02,0.929120E+02,0.332420E+03,0.366340E+03,0.174938E+03,0.000000E+00,0.000000E+00,0.791671E-05,0.506450E-05
0.209000E+02,0.538302E-02,0.531424E-02,0.931888E+02,0.332187E+03,0.365636E+03,0.175398E+03,0.000000E+00,0.000000E+00,0.786390E-05,0.506450E-05
0.210000E+02,0.532688E-02,0.531703E-02,0.934667E+02,0.332305E+03,0.365387E+03,0.175391E+03,0.000000E+00,0.000000E+00,0.776074E-05,0.506450E-05
0.211000E+02,0.527073E-02,0.531768E-02,0.937368E+02,0.332681E+03,0.365618E+03,0.174949E+03,0.000000E+00,0.000000E+00,0.765874E-05,0.506450E-05
0.212000E+02,0.524617E-02,0.531654E-02,0.940055E+02,0.333069E+03,0.365953E+03,0.174387E+03,0.000000E+00,0.000000E+00,0.760319E-05,0.506450E-05
0.213000E+02,0.526390E-02,0.531428E-02,0.942744E+02,0.333245E+03,0.366104E+03,0.174007E+03,0.000000E+00,0.000000E+00,0.760905E-05,0.506450E-05
0.214000E+02,0.531178E-02,0.531250E-02,0.945495E+02,0.333113E+03,0.365841E+03,0.174014E+03,0.000000E+00,0.000000E+00,0.765788E-05,0.506450E-05
0.215000E+02,0.536105E-02,0.531206E-02,0.948210E+02,0.332760E+03,0.365276E+03,0.174364E+03,0.000000E+00,0.000000E+00,0.770877E-05,0.506450E-05
0.216000E+02,0.538414E-02,0.531350E-02,0.950924E+02,0.332389E+03,0.364557E+03,0.174849E+03,0.000000E+00,0.000000E+00,0.772187E-05,0.506450E-05
0.217000E+02,0.536976E-02,0.531590E-02,0.953622E+02,0.332200E+03,0.363994E+03,0.175180E+03,0.000000E+00,0.000000E+00,0.768145E-05,0.506450E-05
0.218000E+02,0.532944E-02,0.531808E-02,0.956341E+02,0.332265E+03,0.363716E+03,0.175201E+03,0.000000E+00,0.000000E+00,0.760404E-05,0.506450E-05
0.219000E+02,0.528724E-02,0.531883E-02,0.959008E+02,0.332548E+03,0.363830E+03,0.174861E+03,0.000000E+00,0.000000E+00,0.752483E-05,0.506450E-05
0.220000E+02,0.526866E-02,0.531821E-02,0.961642E+02,0.332827E+03,0.364006E+03,0.174469E+03,0.000000E+00,0.000000E+00,0.747969E-05,0.506450E-05
0.221000E+02,0.528015E-02,0.531677E-02,0.964296E+02,0.332975E+03,0.364071E+03,0.174160E+03,0.000000E+00,0.000000E+00,0.747732E-05,0.506450E-05
0.222000E+02,0.531542E-02,0.531561E-02,0.966986E+02,0.332876E+03,0.363810E+03,0.174176E+03,0.000000E+00,0.000000E+00,0.750821E-05,0.506450E-05
0.223000E+02,0.535145E-02,0.531521E-02,0.969655E+02,0.332601E+03,0.363313E+03,0.174444E+03,0.000000E+00,0.000000E+00,0.754030E-05,0.506450E-05
0.224000E+02,0.536808E-02,0.531608E-02,0.972301E+02,0.332329E+03,0.362767E+03,0.174770E+03,0.000000E+00,0.000000E+00,0.754505E-05,0.506450E-05
0.225000E+02,0.535877E-02,0.531785E-02,0.974954E+02,0.332168E+03,0.362254E+03,0.175037E+03,0.000000E+00,0.000000E+00,0.751344E-05,0.506450E-05
0.226000E+02,0.532957E-02,0.531934E-02,0.977616E+02,0.332207E+03,0.362009E+03,0.175036E+03,0.000000E+00,0.000000E+00,0.745405E-05,0.506450E-05
0.227000E+02,0.529930E-02,0.531996E-02,0.980230E+02,0.332405E+03,0.362026E+03,0.174793E+03,0.000000E+00,0.000000E+00,0.739389E-05,0.506450E-05
0.228000E+02,0.528586E-02,0.531976E-02,0.982833E+02,0.332617E+03,0.362097E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.735747E-05,0.506450E-05
0.229000E+02,0.529495E-02,0.531894E-02,0.985434E+02,0.332713E+03,0.362062E+03,0.174294E+03,0.000000E+00,0.000000E+00,0.735256E-05,0.506450E-05
0.230000E+02,0.531994E-02,0.531820E-02,0.988068E+02,0.332634E+03,0.361803E+03,0.174309E+03,0.000000E+00,0.000000E+00,0.736941E-05,0.506450E-05
0.231000E+02,0.534516E-02,0.531796E-02,0.990676E+02,0.332434E+03,0.361388E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.738681E-05,0.506450E-05
0.232000E+02,0.535685E-02,0.531861E-02,0.993280E+02,0.332223E+03,0.360904E+03,0.174745E+03,0.000000E+00,0.000000E+00,0.738546E-05,0.506450E-05
0.233000E+02,0.534949E-02,0.531976E-02,0.995873E+02,0.332111E+03,0.360509E+03,0.174905E+03,0.000000E+00,0.000000E+00,0.735802E-05,0.506450E-05
0.234000E+02,0.532937E-02,0.532092E-02,0.998480E+02,0.332135E+03,0.360265E+03,0.174905E+03,0.000000E+00,0.000000E+00,0.731304E-05,0.506450E-05
0.235000E+02,0.530874E-02,0.532166E-02,0.100107E+03,0.332278E+03,0.360202E+03,0.174728E+03,0.000000E+00,0.000000E+00,0.726775E-05,0.506450E-05
0.236000E+02,0.530042E-02,0.532150E-02,0.100363E+03,0.332414E+03,0.360181E+03,0.174524E+03,0.000000E+00,0.000000E+00,0.723977E-05,0.506450E-05
0.237000E+02,0.530717E-02,0.532125E-02,0.100621E+03,0.332478E+03,0.360072E+03,0.174391E+03,0.000000E+00,0.000000E+00,0.723222E-05,0.506450E-05
0.238000E+02,0.532488E-02,0.532075E-02,0.100879E+03,0.332409E+03,0.359810E+03,0.174412E+03,0.000000E+00,0.000000E+00,0.723965E-05,0.506450E-05
0.239000E+02,0.534181E-02,0.532054E-02,0.101137E+03,0.332248E+03,0.359424E+03,0.174558E+03,0.000000E+00,0.000000E+00,0.724599E-05,0.506450E-05
0.240000E+02,0.534826E-02,0.532084E-02,0.101395E+03,0.332086E+03,0.359014E+03,0.174729E+03,0.000000E+00,0.000000E+00,0.723817E-05,0.506450E-05
0.241000E+02,0.534178E-02,0.532156E-02,0.101652E+03,0.332006E+03,0.358684E+03,0.174820E+03,0.000000E+00,0.000000E+00,0.721301E-05,0.506450E-05
0.242000E+02,0.532779E-02,0.532238E-02,0.101908E+03,0.332033E+03,0.358477E+03,0.174789E+03,0.000000E+00,0.000000E+00,0.717793E-05,0.506450E-05
0.243000E+02,0.531543E-02,0.532297E-02,0.102162E+03,0.332127E+03,0.358362E+03,0.174666E+03,0.000000E+00,0.000000E+00,0.714528E-05,0.506450E-05
0.244000E+02,0.531181E-02,0.532316E-02,0.102416E+03,0.332214E+03,0.358258E+03,0.174532E+03,0.000000E+00,0.000000E+00,0.712455E-05,0.506450E-05
0.245000E+02,0.531820E-02,0.532304E-02,0.102669E+03,0.332233E+03,0.358086E+03,0.174466E+03,0.000000E+00,0.000000E+00,0.711735E-05,0.506450E-05
0.246000E+02,0.532998E-02,0.532287E-02,0.102923E+03,0.332169E+03,0.357816E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.711740E-05,0.506450E-05
0.247000E+02,0.533989E-02,0.532291E-02,0.103176E+03,0.332056E+03,0.357477E+03,0.174598E+03,0.000000E+00,0.000000E+00,0.711499E-05,0.506450E-05
0.248000E+02,0.534254E-02,0.532327E-02,0.103428E+03,0.331954E+03,0.357136E+03,0.174700E+03,0.000000E+00,0.000000E+00,0.710298E-05,0.506450E-05
0.249000E+02,0.533736E-02,0.532387E-02,0.103680E+03,0.331908E+03,0.356853E+03,0.174744E+03,0.000000E+00,0.000000E+00,0.708071E-05,0.506450E-05
0.250000E+02,0.532842E-02,0.532449E-02,0.103931E+03,0.331929E+03,0.356648E+03,0.174711E+03,0.000000E+00,0.000000E+00,0.705362E-05,0.506450E-05
0.251000E+02,0.532149E-02,0.532493E-02,0.104180E+03,0.331983E+03,0.356493E+03,0.174627E+03,0.000000E+00,0.000000E+00,0.702937E-05,0.506450E-05
0.252000E+02,0.532052E-02,0.532513E-02,0.104430E+03,0.332026E+03,0.356335E+03,0.174548E+03,0.000000E+00,0.000000E+00,0.701313E-05,0.506450E-05
0.253000E+02,0.532558E-02,0.532515E-02,0.104679E+03,0.332021E+03,0.356128E+03,0.174517E+03,0.000000E+00,0.000000E+00,0.700492E-05,0.506450E-05
0.254000E+02,0.533324E-02,0.532517E-02,0.104927E+03,0.331965E+03,0.355860E+03,0.174547E+03,0.000000E+00,0.000000E+00,0.700019E-05,0.506450E-05
0.255000E+02,0.533895E-02,0.532534E-02,0.105175E+03,0.331885E+03,0.355555E+03,0.174613E+03,0.000000E+00,0.000000E+00,0.699296E-05,0.506450E-05
0.256000E+02,0.533977E-02,0.532572E-02,0.105423E+03,0.331818E+03,0.355256E+03,0.174672E+03,0.000000E+00,0.000000E+00,0.697942E-05,0.506450E-05
0.257000E+02,0.533594E-02,0.532622E-02,0.105670E+03,0.331790E+03,0.354999E+03,0.174691E+03,0.000000E+00,0.000000E+00,0.695994E-05,0.506450E-05
0.258000E+02,0.533039E-02,0.532671E-02,0.105916E+03,0.331802E+03,0.354790E+03,0.174662E+03,0.000000E+00,0.000000E+00,0.693834E-05,0.506450E-05
0.259000E+02,0.532669E-02,0.532707E-02,0.106161E+03,0.331830E+03,0.354607E+03,0.174608E+03,0.000000E+00,0.000000E+00,0.691929E-05,0.506450E-05
0.260000E+02,0.532694E-02,0.532728E-02,0.106406E+03,0.331845E+03,0.354415E+03,0.174561E+03,0.000000E+00,0.000000E+00,0.690549E-05,0.506450E-05
0.261000E+02,0.533074E-02,0.532740E-02,0.106651E+03,0.331828E+03,0.354190E+03,0.174548E+03,0.000000E+00,0.000000E+00,0.689635E-05,0.506450E-05
0.262000E+02,0.533565E-02,0.532753E-02,0.106895E+03,0.331782E+03,0.353927E+03,0.174573E+03,0.000000E+00,0.000000E+00,0.688874E-05,0.506450E-05
0.263000E+02,0.533889E-02,0.532778E-02,0.107138E+03,0.331724E+03,0.353646E+03,0.174615E+03,0.000000E+00,0.000000E+00,0.687904E-05,0.506450E-05
0.264000E+02,0.533893E-02,0.532814E-02,0.107382E+03,0.331678E+03,0.353374E+03,0.174649E+03,0.000000E+00,0.000000E+00,0.686531E-05,0.506450E-05
0.265000E+02,0.533628E-02,0.532858E-02,0.107624E+03,0.331658E+03,0.353130E+03,0.174655E+03,0.000000E+00,0.000000E+00,0.684822E-05,0.506450E-05
0.266000E+02,0.533295E-02,0.532899E-02,0.107866E+03,0.331660E+03,0.352914E+03,0.174633E+03,0.000000E+00,0.000000E+00,0.683039E-05,0.506450E-05
0.267000E+02,0.533112E-02,0.532931E-02,0.108107E+03,0.331671E+03,0.352712E+03,0.174597E+03,0.000000E+00,0.000000E+00,0.681458E-05,0.506450E-05
0.268000E+02,0.533185E-02,0.532954E-02,0.108348E+03,0.331670E+03,0.352500E+03,0.174571E+03,0.000000E+00,0.000000E+00,0.680214E-05,0.506450E-05
0.269000E+02,0.533461E-02,0.532972E-02,0.108588E+03,0.331648E+03,0.352266E+03,0.174567E+03,0.000000E+00,0.000000E+00,0.679237E-05,0.506450E-05
0.270000E+02,0.533774E-02,0.532993E-02,0.108828E+03,0.331609E+03,0.352010E+03,0.174585E+03,0.000000E+00,0.000000E+00,0.678316E-05,0.506450E-05
0.271000E+02,0.533958E-02,0.533021E-02,0.109067E+03,0.331566E+03,0.351745E+03,0.174612E+03,0.000000E+00,0.000000E+00,0.677236E-05,0.506450E-05
0.272000E+02,0.533936E-02,0.533056E-02,0.109306E+03,0.331532E+03,0.351488E+03,0.174631E+03,0.000000E+00,0.000000E+00,0.675905E-05,0.506450E-05
0.273000E+02,0.533762E-02,0.533095E-02,0.109544E+03,0.331515E+03,0.351250E+03,0.174631E+03,0.000000E+00,0.000000E+00,0.674392E-05,0.506450E-05
0.274000E+02,0.533572E-02,0.533131E-02,0.109782E+03,0.331511E+03,0.351028E+03,0.174614E+03,0.000000E+00,0.000000E+00,0.672867E-05,0.506450E-05
0.275000E+02,0.533494E-02,0.533161E-02,0.110019E+03,0.331509E+03,0.350813E+03,0.174592E+03,0.000000E+00,0.000000E+00,0.671494E-05,0.506450E-05
0.276000E+02,0.533578E-02,0.533186E-02,0.110256E+03,0.331499E+03,0.350590E+03,0.174577E+03,0.000000E+00,0.000000E+00,0.670334E-05,0.506450E-05
0.277000E+02,0.533776E-02,0.533209E-02,0.110492E+03,0.331476E+03,0.350352E+03,0.174577E+03,0.000000E+00,0.000000E+00,0.669323E-05,0.506450E-05
0.278000E+02,0.533977E-02,0.533234E-02,0.110728E+03,0.331443E+03,0.350101E+03,0.174590E+03,0.000000E+00,0.000000E+00,0.668324E-05,0.506450E-05
0.279000E+02,0.534082E-02,0.533263E-02,0.110963E+03,0.331409E+03,0.349846E+03,0.174606E+03,0.000000E+00,0.000000E+00,0.667212E-05,0.506450E-05
0.280000E+02,0.534059E-02,0.533297E-02,0.111198E+03,0.331382E+03,0.349599E+03,0.174616E+03,0.000000E+00,0.000000E+00,0.665949E-05,0.506450E-05
0.281000E+02,0.533953E-02,0.533333E-02,0.111432E+03,0.331365E+03,0.349363E+03,0.174614E+03,0.000000E+00,0.000000E+00,0.664590E-05,0.506450E-05
0.282000E+02,0.533852E-02,0.533366E-02,0.111666E+03,0.331356E+03,0.349137E+03,0.174602E+03,0.000000E+00,0.000000E+00,0.663247E-05,0.506450E-05
0.283000E+02,0.533831E-02,0.533396E-02,0.111899E+03,0.331347E+03,0.348913E+03,0.174588E+03,0.000000E+00,0.000000E+00,0.662012E-05,0.506450E-05
0.284000E+02,0.533911E-02,0.533422E-02,0.112132E+03,0.331332E+03,0.348683E+03,0.174580E+03,0.000000E+00,0.000000E+00,0.660910E-05,0.506450E-05
0.285000E+02,0.534053E-02,0.533448E-02,0.112364E+03,0.331309E+03,0.348444E+03,0.174581E+03,0.000000E+00,0.000000E+00,0.659890E-05,0.506450E-05
0.286000E+02,0.534184E-02,0.533475E-02,0.112596E+03,0.331280E+03,0.348197E+03,0.174590E+03,0.000000E+00,0.000000E+00,0.658865E-05,0.506450E-05
0.287000E+02,0.534248E-02,0.533506E-02,0.112828E+03,0.331252E+03,0.347950E+03,0.174600E+03,0.000000E+00,0.000000E+00,0.657764E-05,0.506450E-05
0.288000E+02,0.534233E-02,0.533539E-02,0.113059E+03,0.331229E+03,0.347707E+03,0.174605E+03,0.000000E+00,0.000000E+00,0.656574E-05,0.506450E-05
0.289000E+02,0.534174E-02,0.533572E-02,0.113289E+03,0.331212E+03,0.347472E+03,0.174602E+03,0.000000E+00,0.000000E+00,0.655337E-05,0.506450E-05
0.290000E+02,0.534127E-02,0.533605E-02,0.113519E+03,0.331199E+03,0.347243E+03,0.174594E+03,0.000000E+00,0.000000E+00,0.654125E-05,0.506450E-05
0.291000E+02,0.534137E-02,0.533634E-02,0.113749E+03,0.331186E+03,0.347013E+03,0.174585E+03,0.000000E+00,0.000000E+00,0.652987E-05,0.506450E-05
0.292000E+02,0.534208E-02,0.533662E-02,0.113978E+03,0.331168E+03,0.346780E+03,0.174581E+03,0.000000E+00,0.000000E+00,0.651932E-05,0.506450E-05
0.293000E+02,0.534310E-02,0.533689E-02,0.114207E+03,0.331145E+03,0.346541E+03,0.174582E+03,0.000000E+00,0.000000E+00,0.650922E-05,0.506450E-05
0.294000E+02,0.534399E-02,0.533718E-02,0.114435E+03,0.331119E+03,0.346297E+03,0.174588E+03,0.000000E+00,0.000000E+00,0.649902E-05,0.506450E-05
0.295000E+02,0.534442E-02,0.533749E-02,0.114663E+03,0.331094E+03,0.346054E+03,0.174594E+03,0.000000E+00,0.000000E+00,0.648833E-05,0.506450E-05
0.296000E+02,0.534437E-02,0.533781E-02,0.114890E+03,0.331073E+03,0.345814E+03,0.174596E+03,0.000000E+00,0.000000E+00,0.647713E-05,0.506450E-05
0.297000E+02,0.534411E-02,0.533814E-02,0.115117E+03,0.331056E+03,0.345579E+03,0.174593E+03,0.000000E+00,0.000000E+00,0.646574E-05,0.506450E-05
0.298000E+02,0.534398E-02,0.533845E-02,0.115343E+03,0.331040E+03,0.345347E+03,0.174588E+03,0.000000E+00,0.000000E+00,0.645459E-05,0.506450E-05
0.299000E+02,0.534422E-02,0.533875E-02,0.115570E+03,0.331024E+03,0.345115E+03,0.174582E+03,0.000000E+00,0.000000E+00,0.644395E-05,0.506450E-05
0.300000E+02,0.534483E-02,0.533903E-02,0.115795E+03,0.331005E+03,0.344879E+03,0.174580E+03,0.000000E+00,0.000000E+00,0.643382E-05,0.506450E-05
0.301000E+02,0.534559E-02,0.533932E-02,0.116020E+03,0.330983E+03,0.344640E+03,0.174582E+03,0.000000E+00,0.000000E+00,0.642393E-05,0.506450E-05
0.302000E+02,0.534622E-02,0.533962E-02,0.116245E+03,0.330959E+03,0.344399E+03,0.174585E+03,0.000000E+00,0.000000E+00,0.641396E-05,0.506450E-05
0.303000E+02,0.534656E-02,0.533993E-02,0.116470E+03,0.330936E+03,0.344158E+03,0.174588E+03,0.000000E+00,0.000000E+00,0.640369E-05,0.506450E-05
0.304000E+02,0.534661E-02,0.534025E-02,0.116694E+03,0.330916E+03,0.343920E+03,0.174589E+03,0.000000E+00,0.000000E+00,0.639314E-05,0.506450E-05
0.305000E+02,0.534656E-02,0.534057E-02,0.116917E+03,0.330898E+03,0.343685E+03,0.174587E+03,0.000000E+00,0.000000E+00,0.638254E-05,0.506450E-05
0.306000E+02,0.534662E-02,0.534087E-02,0.117140E+03,0.330880E+03,0.343451E+03,0.174583E+03,0.000000E+00,0.000000E+00,0.637214E-05,0.506450E-05
0.307000E+02,0.534693E-02,0.534117E-02,0.117363E+03,0.330863E+03,0.343217E+03,0.174580E+03,0.000000E+00,0.000000E+00,0.636210E-05,0.506450E-05
0.308000E+02,0.534746E-02,0.534147E-02,0.117585E+03,0.330843E+03,0.342980E+03,0.174578E+03,0.000000E+00,0.000000E+00,0.635237E-05,0.506450E-05
0.309000E+02,0.534805E-02,0.534177E-02,0.117807E+03,0.330821E+03,0.342742E+03,0.174579E+03,0.000000E+00,0.000000E+00,0.634278E-05,0.506450E-05
0.310000E+02,0.534854E-02,0.534207E-02,0.118028E+03,0.330799E+03,0.342502E+03,0.174582E+03,0.000000E+00,0.000000E+00,0.633313E-05,0.506450E-05
0.311000E+02,0.534883E-02,0.534238E-02,0.118250E+03,0.330777E+03,0.342263E+03,0.174583E+03,0.000000E+00,0.000000E+00,0.632330E-05,0.506450E-05
0.312000E+02,0.534896E-02,0.534269E-02,0.118470E+03,0.330757E+03,0.342026E+03,0.174583E+03,0.000000E+00,0.000000E+00,0.631334E-05,0.506450E-05
0.313000E+02,0.534905E-02,0.534301E-02,0.118690E+03,0.330739E+03,0.341790E+03,0.174581E+03,0.000000E+00,0.000000E+00,0.630340E-05,0.506450E-05
0.314000E+02,0.534923E-02,0.534332E-02,0.118910E+03,0.330720E+03,0.341555E+03,0.174579E+03,0.000000E+00,0.000000E+00,0.629361E-05,0.506450E-05
