TIME,F23       ,F31       ,V23       ,V31       ,DP23      ,DP31      ,SGEN23    ,SGEN31    ,A23       ,A31       
SECONDS,KG/S,KG/S,M/S,M/S,kPa,kPa,KJ/K-S,KJ/K-S,M^2,M^2
0.750000E+02,0.550092E-02,0.549324E-02,0.192407E+03,0.321494E+03,0.239554E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452888E-05,0.506450E-05
0.751000E+02,0.550130E-02,0.549362E-02,0.192543E+03,0.321471E+03,0.239324E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452739E-05,0.506450E-05
0.752000E+02,0.550169E-02,0.549400E-02,0.192679E+03,0.321449E+03,0.239093E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452590E-05,0.506450E-05
0.753000E+02,0.550207E-02,0.549438E-02,0.192815E+03,0.321426E+03,0.238862E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452442E-05,0.506450E-05
0.754000E+02,0.550246E-02,0.549476E-02,0.192951E+03,0.321404E+03,0.238632E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452295E-05,0.506450E-05
0.755000E+02,0.550284E-02,0.549514E-02,0.193086E+03,0.321381E+03,0.238401E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452148E-05,0.506450E-05
0.756000E+02,0.550323E-02,0.549552E-02,0.193222E+03,0.321359E+03,0.238171E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.452002E-05,0.506450E-05
0.757000E+02,0.550361E-02,0.549590E-02,0.193357E+03,0.321336E+03,0.237940E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451857E-05,0.506450E-05
0.758000E+02,0.550400E-02,0.549628E-02,0.193493E+03,0.321314E+03,0.237710E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451712E-05,0.506450E-05
0.759000E+02,0.550438E-02,0.549666E-02,0.193628E+03,0.321291E+03,0.237479E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451567E-05,0.506450E-05
0.760000E+02,0.550477E-02,0.549704E-02,0.193763E+03,0.321269E+03,0.237249E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451423E-05,0.506450E-05
0.761000E+02,0.550515E-02,0.549742E-02,0.193898E+03,0.321246E+03,0.237018E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451280E-05,0.506450E-05
0.762000E+02,0.550554E-02,0.549780E-02,0.194033E+03,0.321224E+03,0.236788E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.451137E-05,0.506450E-05
0.763000E+02,0.550592E-02,0.549819E-02,0.194168E+03,0.321201E+03,0.236557E+03,0.174498E+03,0.000000E+00,0.000000E+00,0.450995E-05,0.506450E-05
0.764000E+02,0.550631E-02,0.549857E-02,0.194302E+03,0.321178E+03,0.236327E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450853E-05,0.506450E-05
0.765000E+02,0.550670E-02,0.549895E-02,0.194437E+03,0.321156E+03,0.236096E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450712E-05,0.506450E-05
0.766000E+02,0.550708E-02,0.549933E-02,0.194571E+03,0.321133E+03,0.235866E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450572E-05,0.506450E-05
0.767000E+02,0.550747E-02,0.549972E-02,0.194706E+03,0.321111E+03,0.235635E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450432E-05,0.506450E-05
0.768000E+02,0.550786E-02,0.550010E-02,0.194840E+03,0.321088E+03,0.235405E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450292E-05,0.506450E-05
0.769000E+02,0.550824E-02,0.550048E-02,0.194974E+03,0.321065E+03,0.235175E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450154E-05,0.506450E-05
0.770000E+02,0.550863E-02,0.550086E-02,0.195108E+03,0.321043E+03,0.234944E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.450015E-05,0.506450E-05
0.771000E+02,0.550902E-02,0.550125E-02,0.195242E+03,0.321020E+03,0.234714E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449878E-05,0.506450E-05
0.772000E+02,0.550940E-02,0.550163E-02,0.195376E+03,0.320998E+03,0.234484E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449740E-05,0.506450E-05
0.773000E+02,0.550979E-02,0.550201E-02,0.195510E+03,0.320975E+03,0.234253E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449604E-05,0.506450E-05
0.774000E+02,0.551018E-02,0.550240E-02,0.195644E+03,0.320952E+03,0.234023E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449468E-05,0.506450E-05
0.775000E+02,0.551057E-02,0.550278E-02,0.195777E+03,0.320930E+03,0.233793E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449332E-05,0.506450E-05
0.776000E+02,0.551096E-02,0.550317E-02,0.195911E+03,0.320907E+03,0.233563E+03,0.174497E+03,0.000000E+00,0.000000E+00,0.449197E-05,0.506450E-05
0.777000E+02,0.551134E-02,0.550355E-02,0.196044E+03,0.320884E+03,0.233332E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.449063E-05,0.506450E-05
0.778000E+02,0.551173E-02,0.550394E-02,0.196178E+03,0.320862E+03,0.233102E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448929E-05,0.506450E-05
0.779000E+02,0.551212E-02,0.550432E-02,0.196311E+03,0.320839E+03,0.232872E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448795E-05,0.506450E-05
0.780000E+02,0.551251E-02,0.550471E-02,0.196444E+03,0.320816E+03,0.232642E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448662E-05,0.506450E-05
0.781000E+02,0.551290E-02,0.550509E-02,0.196577E+03,0.320794E+03,0.232412E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448530E-05,0.506450E-05
0.782000E+02,0.551329E-02,0.550548E-02,0.196710E+03,0.320771E+03,0.232182E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448398E-05,0.506450E-05
0.783000E+02,0.551368E-02,0.550586E-02,0.196843E+03,0.320748E+03,0.231951E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448267E-05,0.506450E-05
0.784000E+02,0.551407E-02,0.550625E-02,0.196975E+03,0.320725E+03,0.231721E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448136E-05,0.506450E-05
0.785000E+02,0.551446E-02,0.550663E-02,0.197108E+03,0.320703E+03,0.231491E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.448006E-05,0.506450E-05
0.786000E+02,0.551485E-02,0.550702E-02,0.197241E+03,0.320680E+03,0.231261E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.447876E-05,0.506450E-05
0.787000E+02,0.551524E-02,0.550740E-02,0.197373E+03,0.320657E+03,0.231031E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.447747E-05,0.506450E-05
0.788000E+02,0.551563E-02,0.550779E-02,0.197505E+03,0.320634E+03,0.230801E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.447619E-05,0.506450E-05
0.789000E+02,0.551602E-02,0.550818E-02,0.197638E+03,0.320612E+03,0.230571E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.447491E-05,0.506450E-05
0.790000E+02,0.551641E-02,0.550856E-02,0.197770E+03,0.320589E+03,0.230341E+03,0.174496E+03,0.000000E+00,0.000000E+00,0.447363E-05,0.506450E-05
0.791000E+02,0.551680E-02,0.550895E-02,0.197902E+03,0.320566E+03,0.230111E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.447236E-05,0.506450E-05
0.792000E+02,0.551719E-02,0.550934E-02,0.198034E+03,0.320543E+03,0.229881E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.447109E-05,0.506450E-05
0.793000E+02,0.551758E-02,0.550972E-02,0.198166E+03,0.320521E+03,0.229651E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446983E-05,0.506450E-05
0.794000E+02,0.551798E-02,0.551011E-02,0.198297E+03,0.320498E+03,0.229421E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446858E-05,0.506450E-05
0.795000E+02,0.551837E-02,0.551050E-02,0.198429E+03,0.320475E+03,0.229191E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446733E-05,0.506450E-05
0.796000E+02,0.551876E-02,0.551089E-02,0.198561E+03,0.320452E+03,0.228961E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446608E-05,0.506450E-05
0.797000E+02,0.551915E-02,0.551127E-02,0.198692E+03,0.320429E+03,0.228731E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446484E-05,0.506450E-05
0.798000E+02,0.551954E-02,0.551166E-02,0.198823E+03,0.320407E+03,0.228501E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446361E-05,0.506450E-05
0.799000E+02,0.551994E-02,0.551205E-02,0.198955E+03,0.320384E+03,0.228272E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446238E-05,0.506450E-05
0.800000E+02,0.552033E-02,0.551244E-02,0.199086E+03,0.320361E+03,0.228042E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.446116E-05,0.506450E-05
0.801000E+02,0.552072E-02,0.551283E-02,0.199217E+03,0.320338E+03,0.227812E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.445994E-05,0.506450E-05
0.802000E+02,0.552111E-02,0.551322E-02,0.199348E+03,0.320315E+03,0.227582E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.445872E-05,0.506450E-05
0.803000E+02,0.552151E-02,0.551361E-02,0.199479E+03,0.320293E+03,0.227352E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.445751E-05,0.506450E-05
0.804000E+02,0.552190E-02,0.551399E-02,0.199610E+03,0.320270E+03,0.227122E+03,0.174495E+03,0.000000E+00,0.000000E+00,0.445631E-05,0.506450E-05
0.805000E+02,0.552229E-02,0.551438E-02,0.199740E+03,0.320247E+03,0.226893E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.445511E-05,0.506450E-05
0.806000E+02,0.552269E-02,0.551477E-02,0.199871E+03,0.320224E+03,0.226663E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.445392E-05,0.506450E-05
0.807000E+02,0.552308E-02,0.551516E-02,0.200001E+03,0.320201E+03,0.226433E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.445273E-05,0.506450E-05
0.808000E+02,0.552348E-02,0.551555E-02,0.200132E+03,0.320178E+03,0.226203E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.445154E-05,0.506450E-05
0.809000E+02,0.552387E-02,0.551594E-02,0.200262E+03,0.320155E+03,0.225974E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.445036E-05,0.506450E-05
0.810000E+02,0.552426E-02,0.551633E-02,0.200392E+03,0.320132E+03,0.225744E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444919E-05,0.506450E-05
0.811000E+02,0.552466E-02,0.551672E-02,0.200523E+03,0.320109E+03,0.225514E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444802E-05,0.506450E-05
0.812000E+02,0.552505E-02,0.551711E-02,0.200653E+03,0.320087E+03,0.225285E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444685E-05,0.506450E-05
0.813000E+02,0.552545E-02,0.551751E-02,0.200783E+03,0.320064E+03,0.225055E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444569E-05,0.506450E-05
0.814000E+02,0.552584E-02,0.551790E-02,0.200912E+03,0.320041E+03,0.224825E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444454E-05,0.506450E-05
0.815000E+02,0.552624E-02,0.551829E-02,0.201042E+03,0.320018E+03,0.224596E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444339E-05,0.506450E-05
0.816000E+02,0.552663E-02,0.551868E-02,0.201172E+03,0.319995E+03,0.224366E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444224E-05,0.506450E-05
0.817000E+02,0.552703E-02,0.551907E-02,0.201302E+03,0.319972E+03,0.224137E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.444110E-05,0.506450E-05
0.818000E+02,0.552743E-02,0.551946E-02,0.201431E+03,0.319949E+03,0.223907E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.443997E-05,0.506450E-05
0.819000E+02,0.552782E-02,0.551985E-02,0.201560E+03,0.319926E+03,0.223678E+03,0.174494E+03,0.000000E+00,0.000000E+00,0.443884E-05,0.506450E-05
0.820000E+02,0.552822E-02,0.552025E-02,0.201690E+03,0.319903E+03,0.223448E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443771E-05,0.506450E-05
0.821000E+02,0.552861E-02,0.552064E-02,0.201819E+03,0.319880E+03,0.223219E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443659E-05,0.506450E-05
0.822000E+02,0.552901E-02,0.552103E-02,0.201948E+03,0.319857E+03,0.222989E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443548E-05,0.506450E-05
0.823000E+02,0.552941E-02,0.552142E-02,0.202077E+03,0.319834E+03,0.222760E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443437E-05,0.506450E-05
0.824000E+02,0.552981E-02,0.552182E-02,0.202206E+03,0.319811E+03,0.222530E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443326E-05,0.506450E-05
0.825000E+02,0.553020E-02,0.552221E-02,0.202335E+03,0.319788E+03,0.222301E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443216E-05,0.506450E-05
0.826000E+02,0.553060E-02,0.552260E-02,0.202464E+03,0.319765E+03,0.222071E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.443106E-05,0.506450E-05
0.827000E+02,0.553100E-02,0.552300E-02,0.202592E+03,0.319742E+03,0.221842E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442997E-05,0.506450E-05
0.828000E+02,0.553140E-02,0.552339E-02,0.202721E+03,0.319719E+03,0.221612E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442888E-05,0.506450E-05
0.829000E+02,0.553179E-02,0.552378E-02,0.202849E+03,0.319696E+03,0.221383E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442780E-05,0.506450E-05
0.830000E+02,0.553219E-02,0.552418E-02,0.202978E+03,0.319673E+03,0.221154E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442672E-05,0.506450E-05
0.831000E+02,0.553259E-02,0.552457E-02,0.203106E+03,0.319650E+03,0.220924E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442565E-05,0.506450E-05
0.832000E+02,0.553299E-02,0.552496E-02,0.203234E+03,0.319627E+03,0.220695E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442458E-05,0.506450E-05
0.833000E+02,0.553339E-02,0.552536E-02,0.203362E+03,0.319604E+03,0.220466E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442351E-05,0.506450E-05
0.834000E+02,0.553379E-02,0.552575E-02,0.203490E+03,0.319581E+03,0.220236E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442246E-05,0.506450E-05
0.835000E+02,0.553419E-02,0.552615E-02,0.203618E+03,0.319558E+03,0.220007E+03,0.174493E+03,0.000000E+00,0.000000E+00,0.442140E-05,0.506450E-05
0.836000E+02,0.553458E-02,0.552654E-02,0.203746E+03,0.319535E+03,0.219778E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.442035E-05,0.506450E-05
0.837000E+02,0.553498E-02,0.552694E-02,0.203874E+03,0.319511E+03,0.219549E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441930E-05,0.506450E-05
0.838000E+02,0.553538E-02,0.552733E-02,0.204002E+03,0.319488E+03,0.219319E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441826E-05,0.506450E-05
0.839000E+02,0.553578E-02,0.552773E-02,0.204129E+03,0.319465E+03,0.219090E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441723E-05,0.506450E-05
0.840000E+02,0.553618E-02,0.552813E-02,0.204257E+03,0.319442E+03,0.218861E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441620E-05,0.506450E-05
0.841000E+02,0.553658E-02,0.552852E-02,0.204384E+03,0.319419E+03,0.218632E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441517E-05,0.506450E-05
0.842000E+02,0.553698E-02,0.552892E-02,0.204511E+03,0.319396E+03,0.218403E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441415E-05,0.506450E-05
0.843000E+02,0.553739E-02,0.552931E-02,0.204639E+03,0.319373E+03,0.218173E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441313E-05,0.506450E-05
0.844000E+02,0.553779E-02,0.552971E-02,0.204766E+03,0.319350E+03,0.217944E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441212E-05,0.506450E-05
0.845000E+02,0.553819E-02,0.553011E-02,0.204893E+03,0.319326E+03,0.217715E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441111E-05,0.506450E-05
0.846000E+02,0.553859E-02,0.553050E-02,0.205020E+03,0.319303E+03,0.217486E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.441010E-05,0.506450E-05
0.847000E+02,0.553899E-02,0.553090E-02,0.205147E+03,0.319280E+03,0.217257E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.440910E-05,0.506450E-05
0.848000E+02,0.553939E-02,0.553130E-02,0.205273E+03,0.319257E+03,0.217028E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.440811E-05,0.506450E-05
0.849000E+02,0.553979E-02,0.553170E-02,0.205400E+03,0.319234E+03,0.216799E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.440712E-05,0.506450E-05
0.850000E+02,0.554019E-02,0.553209E-02,0.205527E+03,0.319211E+03,0.216570E+03,0.174492E+03,0.000000E+00,0.000000E+00,0.440613E-05,0.506450E-05
0.851000E+02,0.554060E-02,0.553249E-02,0.205653E+03,0.319187E+03,0.216341E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440515E-05,0.506450E-05
0.852000E+02,0.554100E-02,0.553289E-02,0.205780E+03,0.319164E+03,0.216112E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440417E-05,0.506450E-05
0.853000E+02,0.554140E-02,0.553329E-02,0.205906E+03,0.319141E+03,0.215883E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440320E-05,0.506450E-05
0.854000E+02,0.554180E-02,0.553369E-02,0.206032E+03,0.319118E+03,0.215654E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440223E-05,0.506450E-05
0.855000E+02,0.554221E-02,0.553408E-02,0.206158E+03,0.319095E+03,0.215425E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440127E-05,0.506450E-05
0.856000E+02,0.554261E-02,0.553448E-02,0.206284E+03,0.319071E+03,0.215196E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.440031E-05,0.506450E-05
0.857000E+02,0.554301E-02,0.553488E-02,0.206410E+03,0.319048E+03,0.214967E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439935E-05,0.506450E-05
0.858000E+02,0.554342E-02,0.553528E-02,0.206536E+03,0.319025E+03,0.214738E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439840E-05,0.506450E-05
0.859000E+02,0.554382E-02,0.553568E-02,0.206662E+03,0.319002E+03,0.214509E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439745E-05,0.506450E-05
0.860000E+02,0.554422E-02,0.553608E-02,0.206788E+03,0.318978E+03,0.214280E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439651E-05,0.506450E-05
0.861000E+02,0.554463E-02,0.553648E-02,0.206913E+03,0.318955E+03,0.214052E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439557E-05,0.506450E-05
0.862000E+02,0.554503E-02,0.553688E-02,0.207039E+03,0.318932E+03,0.213823E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439464E-05,0.506450E-05
0.863000E+02,0.554544E-02,0.553728E-02,0.207164E+03,0.318908E+03,0.213594E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439371E-05,0.506450E-05
0.864000E+02,0.554584E-02,0.553768E-02,0.207290E+03,0.318885E+03,0.213365E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439279E-05,0.506450E-05
0.865000E+02,0.554625E-02,0.553808E-02,0.207415E+03,0.318862E+03,0.213136E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439187E-05,0.506450E-05
0.866000E+02,0.554665E-02,0.553848E-02,0.207540E+03,0.318839E+03,0.212908E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439095E-05,0.506450E-05
0.867000E+02,0.554706E-02,0.553888E-02,0.207665E+03,0.318815E+03,0.212679E+03,0.174491E+03,0.000000E+00,0.000000E+00,0.439004E-05,0.506450E-05
0.868000E+02,0.554746E-02,0.553928E-02,0.207790E+03,0.318792E+03,0.212450E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438913E-05,0.506450E-05
0.869000E+02,0.554787E-02,0.553968E-02,0.207915E+03,0.318769E+03,0.212221E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438823E-05,0.506450E-05
0.870000E+02,0.554827E-02,0.554008E-02,0.208040E+03,0.318745E+03,0.211993E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438733E-05,0.506450E-05
0.871000E+02,0.554868E-02,0.554049E-02,0.208165E+03,0.318722E+03,0.211764E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438644E-05,0.506450E-05
0.872000E+02,0.554909E-02,0.554089E-02,0.208289E+03,0.318699E+03,0.211535E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438555E-05,0.506450E-05
0.873000E+02,0.554949E-02,0.554129E-02,0.208414E+03,0.318675E+03,0.211307E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438466E-05,0.506450E-05
0.874000E+02,0.554990E-02,0.554169E-02,0.208538E+03,0.318652E+03,0.211078E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438378E-05,0.506450E-05
0.875000E+02,0.555031E-02,0.554209E-02,0.208663E+03,0.318629E+03,0.210849E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438290E-05,0.506450E-05
0.876000E+02,0.555071E-02,0.554250E-02,0.208787E+03,0.318605E+03,0.210621E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438203E-05,0.506450E-05
0.877000E+02,0.555112E-02,0.554290E-02,0.208911E+03,0.318582E+03,0.210392E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438116E-05,0.506450E-05
0.878000E+02,0.555153E-02,0.554330E-02,0.209036E+03,0.318558E+03,0.210164E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.438029E-05,0.506450E-05
0.879000E+02,0.555194E-02,0.554371E-02,0.209160E+03,0.318535E+03,0.209935E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.437943E-05,0.506450E-05
0.880000E+02,0.555234E-02,0.554411E-02,0.209284E+03,0.318512E+03,0.209707E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.437858E-05,0.506450E-05
0.881000E+02,0.555275E-02,0.554451E-02,0.209408E+03,0.318488E+03,0.209478E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.437772E-05,0.506450E-05
0.882000E+02,0.555316E-02,0.554492E-02,0.209531E+03,0.318465E+03,0.209250E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.437688E-05,0.506450E-05
0.883000E+02,0.555357E-02,0.554532E-02,0.209655E+03,0.318441E+03,0.209021E+03,0.174490E+03,0.000000E+00,0.000000E+00,0.437603E-05,0.506450E-05
0.884000E+02,0.555398E-02,0.554572E-02,0.209779E+03,0.318418E+03,0.208793E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437519E-05,0.506450E-05
0.885000E+02,0.555438E-02,0.554613E-02,0.209902E+03,0.318394E+03,0.208564E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437436E-05,0.506450E-05
0.886000E+02,0.555479E-02,0.554653E-02,0.210026E+03,0.318371E+03,0.208336E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437353E-05,0.506450E-05
0.887000E+02,0.555520E-02,0.554694E-02,0.210149E+03,0.318347E+03,0.208107E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437270E-05,0.506450E-05
0.888000E+02,0.555561E-02,0.554734E-02,0.210272E+03,0.318324E+03,0.207879E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437188E-05,0.506450E-05
0.889000E+02,0.555602E-02,0.554775E-02,0.210396E+03,0.318301E+03,0.207651E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437106E-05,0.506450E-05
0.890000E+02,0.555643E-02,0.554815E-02,0.210519E+03,0.318277E+03,0.207422E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.437024E-05,0.506450E-05
0.891000E+02,0.555684E-02,0.554856E-02,0.210642E+03,0.318254E+03,0.207194E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436943E-05,0.506450E-05
0.892000E+02,0.555725E-02,0.554896E-02,0.210765E+03,0.318230E+03,0.206966E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436862E-05,0.506450E-05
0.893000E+02,0.555766E-02,0.554937E-02,0.210888E+03,0.318207E+03,0.206737E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436782E-05,0.506450E-05
0.894000E+02,0.555807E-02,0.554977E-02,0.211010E+03,0.318183E+03,0.206509E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436702E-05,0.506450E-05
0.895000E+02,0.555848E-02,0.555018E-02,0.211133E+03,0.318160E+03,0.206281E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436623E-05,0.506450E-05
0.896000E+02,0.555889E-02,0.555059E-02,0.211256E+03,0.318136E+03,0.206052E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436544E-05,0.506450E-05
0.897000E+02,0.555930E-02,0.555099E-02,0.211378E+03,0.318112E+03,0.205824E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436465E-05,0.506450E-05
0.898000E+02,0.555972E-02,0.555140E-02,0.211501E+03,0.318089E+03,0.205596E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436387E-05,0.506450E-05
0.899000E+02,0.556013E-02,0.555181E-02,0.211623E+03,0.318065E+03,0.205368E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436309E-05,0.506450E-05
0.900000E+02,0.556054E-02,0.555221E-02,0.211745E+03,0.318042E+03,0.205140E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436232E-05,0.506450E-05
0.901000E+02,0.556095E-02,0.555262E-02,0.211868E+03,0.318018E+03,0.204911E+03,0.174489E+03,0.000000E+00,0.000000E+00,0.436155E-05,0.506450E-05
0.902000E+02,0.556136E-02,0.555303E-02,0.211990E+03,0.317995E+03,0.204683E+03,0.174488E+03,0.000000E+00,0.000000E+00,0.436078E-05,0.506450E-05
0.903000E+02,0.556178E-02,0.555344E-02,0.212112E+03,0.317971E+03,0.204455E+03,0.174488E+03,0.000000E+00,0.000000E+00,0.436002E-05,0.506450E-05
0.904000E+02,0.556219E-02,0.555384E-02,0.212234E+03,0.317947E+03,0.204227E+03,0.174488E+03,0.000000E+00,0.000000E+00,0.435926E-05,0.506450E-05
0.905000E+02,0.556260E-02,0.555425E-02,0.212356E+03,0.317924E+03,0.203999E+03,0.174488E+03,0.000000E+00,0.000000E+00,0.435850E-05,0.506450E-05
0.906000E+02,0.556301E-02,0.555466E-02,0.212477E+03,0.317900E+03,0.203771E+03,0.174488E+03,0.000000E+00,0.000000E+00,0.435775E-05,0.506450E-05
